x y z Cv cell_char_length e gamma p radE rho temperature u v w 
0 0 0.00665 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00675 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00685 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00695 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00705 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00715 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00725 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00735 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00745 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00755 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00765 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00775 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00785 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00795 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00805 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00815 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00825 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00835 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00845 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00855 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00865 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00875 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00885 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00895 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00905 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00915 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00925 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00935 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00945 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00955 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00965 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00975 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00985 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.00995 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01005 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01015 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01025 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01035 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01045 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01055 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01065 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01075 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01085 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01095 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01105 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01115 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01125 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01135 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01145 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01155 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01165 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01175 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01185 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01195 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01205 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01215 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01225 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01235 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01245 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01255 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01265 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01275 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01285 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01295 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01305 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01315 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01325 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01335 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01345 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01355 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01365 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01375 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01385 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01395 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01405 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01415 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01425 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01435 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01445 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01455 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01465 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01475 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01485 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01495 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01505 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01515 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01525 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01535 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01545 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01555 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01565 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01575 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01585 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01595 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01605 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01615 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01625 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01635 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01645 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01655 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01665 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01675 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01685 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01695 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01705 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01715 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01725 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01735 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01745 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01755 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01765 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01775 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01785 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01795 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01805 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01815 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01825 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01835 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01845 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01855 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01865 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01875 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01885 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01895 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01905 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01915 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01925 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01935 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01945 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01955 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01965 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01975 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01985 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.01995 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.02005 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.02015 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.02025 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.02035 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.02045 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.02055 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
0 0 0.02065 0.144728 0.0001 0.0144728 1.66667 0.00964853 1.37202e-06 1 0.1 -2.29572e-16 0 0.380431 
